N,P,K,temperature,humidity,ph,rainfall,label
140.11,69.53,30.59,35.39,83.11,6.33,95.88,cotton
86.65,106.66,53.11,30.58,94.0,6.01,195.21,banana
101.86,31.05,48.26,28.63,78.89,6.86,82.65,cotton
24.09,11.77,199.6,3.26,93.98,6.09,149.22,apple
88.76,27.72,64.71,36.32,81.04,6.94,139.02,watermelon
115.73,58.01,52.18,38.55,84.68,6.55,103.75,cotton
15.38,57.2,69.52,28.66,52.8,5.22,31.99,mothbeans
85.82,35.31,58.21,34.31,93.72,6.06,152.32,rice
103.06,109.33,49.66,35.22,92.9,6.41,108.86,banana
24.64,28.55,45.63,32.36,88.67,7.07,121.38,coconut
45.54,39.93,58.79,40.66,93.73,6.6,168.64,papaya
86.51,11.69,62.35,32.71,91.03,6.7,49.64,muskmelon
53.84,23.92,58.76,31.68,90.54,6.15,103.34,papaya
35.8,91.11,57.36,33.36,40.38,5.43,62.61,pigeonpeas
24.61,84.25,100.59,13.5,27.07,6.1,65.85,chickpea
11.2,81.86,52.65,37.92,66.92,5.04,94.35,pigeonpeas
35.5,55.89,23.77,29.45,16.81,6.72,53.42,lentil
6.14,16.76,19.4,18.27,93.77,6.49,113.82,orange
37.44,98.94,57.86,22.26,42.42,6.12,60.54,pigeonpeas
36.72,67.91,44.3,21.45,33.5,7.37,52.88,lentil
148.39,49.12,47.73,29.9,60.53,6.89,68.29,cotton
10.51,28.34,12.68,26.79,90.02,7.39,111.25,orange
10.04,19.72,48.8,39.37,93.64,6.09,109.28,pomegranate
32.29,56.39,32.52,26.24,67.56,6.05,90.29,blackgram
68.77,79.28,70.11,21.1,73.69,6.82,89.89,maize
32.92,39.76,53.82,27.04,90.83,5.85,169.34,pomegranate
34.33,135.78,194.95,33.02,82.03,6.9,61.23,grapes
14.57,65.52,53.97,20.28,47.22,5.61,98.46,pigeonpeas
80.33,16.74,63.23,35.43,89.17,6.56,117.18,watermelon
34.13,70.91,46.45,21.2,87.67,6.78,69.1,mungbean
103.91,96.59,56.77,35.52,85.27,6.26,100.74,banana
80.11,31.54,38.36,33.62,83.59,5.72,223.42,rice
30.82,49.18,33.53,22.98,80.02,6.92,66.62,mungbean
2.24,30.42,198.47,17.33,90.35,5.78,177.13,apple
10.48,149.81,204.62,28.11,80.36,6.69,70.24,grapes
22.0,10.01,21.92,32.9,91.44,6.28,165.17,orange
110.39,55.95,54.2,38.96,81.06,7.07,97.59,cotton
80.36,95.93,60.44,31.68,99.17,6.36,186.34,banana
94.88,46.75,59.07,26.12,87.9,6.18,186.36,jute
83.61,58.04,78.72,24.96,66.56,6.37,77.67,maize
119.93,11.97,57.65,31.23,91.5,6.57,26.0,muskmelon
39.93,19.87,35.35,32.64,92.21,7.33,257.72,coconut
25.22,94.97,89.74,25.53,49.77,5.7,90.99,kidneybeans
21.21,13.55,15.04,30.27,94.74,6.2,149.76,orange
22.58,40.72,53.78,21.24,84.74,6.76,61.42,mungbean
100.55,10.42,66.94,30.78,92.55,6.21,42.07,muskmelon
65.34,60.59,48.49,37.72,81.17,6.22,249.86,jute
91.1,35.71,67.71,37.94,83.42,6.65,106.14,watermelon
26.42,26.52,176.87,1.23,90.01,5.87,168.06,apple
6.6,14.02,28.45,31.32,93.87,6.59,150.44,orange
22.54,35.6,47.12,25.59,52.72,6.03,186.22,mango
